id,time_stamp,reg_number,alt,dir,speed,lat,lng,dep_iata,flight_icao,status
1,07/23/2024 20:47:38,N220JQ,8912,295.5,771,41.572919,-83.35712,DCA,RPA5645,en-route
2,07/23/2024 20:47:38,N465UA,11160,65.6,824,41.58542,-97.911433,DEN,UAL1974,en-route
3,07/23/2024 20:47:38,N753US,7891,29.2,861,33.84185,-96.571262,DFW,AAL1736,en-route
4,07/23/2024 20:47:38,N672AE,4421,328,564,42.51002,-87.599084,ORD,PDT5928,en-route
5,07/23/2024 20:47:38,N577NN,10886,309.9,773,39.147418,-84.746373,CLT,JIA5213,en-route
